frequency_hz,period_s,spectral_wave_density_m2_per_hz,bin_width_hz,variance_in_bin_m2,alpha1_direction_from_deg,alpha1_propagation_to_deg,alpha2_principal_from_deg,r1,r2
0.15000000596046448,6.666666401757145,0.7919999957084656,0.009999997913837433,0.007919998304843912,292.0,112.0,304.0,0.699999988079071,0.27000001072883606
0.1599999964237213,6.25000013969839,0.8799999952316284,0.009999997913837433,0.008799998116493235,288.0,108.0,288.0,0.8299999833106995,0.5199999809265137
0.17000000178813934,5.882352879303138,0.7480000257492065,0.01000000536441803,0.00748000427007689,296.0,116.0,300.0,0.8500000238418579,0.6499999761581421
0.18000000715255737,5.555555334797621,0.7480000257492065,0.009999997913837433,0.0074799986970424115,300.0,120.0,300.0,0.8299999833106995,0.5799999833106995
0.1899999976158142,5.263157960780771,0.48399999737739563,0.009999997913837433,0.004839998964071279,312.0,132.0,316.0,0.7699999809265137,0.46000000834465027
0.20000000298023224,4.999999925494195,0.5720000267028809,0.009999997913837433,0.0057199990737437645,308.0,128.0,312.0,0.8299999833106995,0.6100000143051147
0.20999999344348907,4.761904910578484,0.35199999809265137,0.009999997913837433,0.003519999246597294,316.0,136.0,324.0,0.8199999928474426,0.5600000023841858
0.2199999988079071,4.545454570084564,0.30799999833106995,0.01000000536441803,0.0030800016355514437,316.0,136.0,324.0,0.7900000214576721,0.5699999928474426
0.23000000417232513,4.347826008084592,0.35199999809265137,0.009999997913837433,0.003519999246597294,308.0,128.0,312.0,0.8100000023841858,0.5199999809265137
0.23999999463558197,4.166666759798926,0.2639999985694885,0.009999997913837433,0.0026399994349479705,304.0,124.0,308.0,0.800000011920929,0.49000000953674316
0.25,4.0,0.35199999809265137,0.009999997913837433,0.003519999246597294,300.0,120.0,300.0,0.8199999928474426,0.5600000023841858
0.25999999046325684,3.8461539872299335,0.2199999988079071,0.01000000536441803,0.002200001168251031,308.0,128.0,312.0,0.8500000238418579,0.6499999761581421
0.27000001072883606,3.7037035565317473,0.17599999904632568,0.01000000536441803,0.001760000934600825,304.0,124.0,308.0,0.8100000023841858,0.5199999809265137
0.2800000011920929,3.571428556223305,0.13199999928474426,0.009999990463256836,0.0013199987339973518,320.0,140.0,336.0,0.7400000095367432,0.4699999988079071
0.28999999165534973,3.4482759612919205,0.13199999928474426,0.01000000536441803,0.0013200007009506187,320.0,140.0,324.0,0.8399999737739563,0.6299999952316284
0.30000001192092896,3.3333332008785725,0.13199999928474426,0.01000000536441803,0.0013200007009506187,320.0,140.0,324.0,0.8299999833106995,0.5600000023841858
0.3100000023841858,3.225806426803478,0.08799999952316284,0.009999990463256836,0.0008799991559982345,324.0,144.0,328.0,0.8299999833106995,0.5299999713897705
0.3199999928474426,3.125000069849195,0.04399999976158142,0.01000000536441803,0.00044000023365020624,320.0,140.0,328.0,0.7599999904632568,0.4300000071525574
0.33000001311302185,3.0303029098896115,0.04399999976158142,0.01000000536441803,0.00044000023365020624,328.0,148.0,340.0,0.7799999713897705,0.5099999904632568
0.3400000035762787,2.941176439651569,0.08799999952316284,0.009999990463256836,0.0008799991559982345,332.0,152.0,336.0,0.8600000143051147,0.6100000143051147
0.3499999940395355,2.857142905799711,0.04399999976158142,0.01000000536441803,0.00044000023365020624,328.0,148.0,332.0,0.800000011920929,0.41999998688697815
0.36000001430511475,2.7777776673988104,0.04399999976158142,0.01000000536441803,0.00044000023365020624,316.0,136.0,316.0,0.75,0.27000001072883606
0.3700000047683716,2.7027026678716473,0.0,0.009999990463256836,0.0,328.0,148.0,344.0,0.699999988079071,0.25
0.3799999952316284,2.6315789803903855,0.04399999976158142,0.009999990463256836,0.00043999957799911726,312.0,132.0,312.0,0.8500000238418579,0.6299999952316284
0.38999998569488525,2.5641026581532893,0.04399999976158142,0.01000000536441803,0.00044000023365020624,316.0,136.0,312.0,0.7900000214576721,0.41999998688697815
0.4000000059604645,2.4999999627470975,0.0,0.01000000536441803,0.0,316.0,136.0,320.0,0.75,0.3400000035762787
0.4099999964237213,2.4390244115186124,0.04399999976158142,0.009999990463256836,0.00043999957799911726,324.0,144.0,340.0,0.7300000190734863,0.30000001192092896
0.41999998688697815,2.380952455289242,0.04399999976158142,0.01000000536441803,0.00044000023365020624,312.0,132.0,308.0,0.8100000023841858,0.4699999988079071
0.4300000071525574,2.3255813566654555,0.0,0.01000000536441803,0.0,324.0,144.0,324.0,0.699999988079071,0.12999999523162842
0.4399999976158142,2.272727285042282,0.0,0.009999990463256836,0.0,336.0,156.0,0.0,0.6800000071525574,0.27000001072883606
0.44999998807907104,2.2222222810910086,0.0,0.01000000536441803,0.0,316.0,136.0,292.0,0.6600000262260437,0.15000000596046448
0.46000000834465027,2.173913004042296,0.0,0.01000000536441803,0.0,328.0,148.0,0.0,0.6700000166893005,0.10999999940395355
0.4699999988079071,2.1276595798646123,0.0,0.009999990463256836,0.0,320.0,140.0,320.0,0.800000011920929,0.41999998688697815
0.47999998927116394,2.083333379899463,0.0,0.01000000536441803,0.0,332.0,152.0,340.0,0.7799999713897705,0.38999998569488525
0.49000000953674316,2.040816286810733,0.0,0.01000000536441803,0.0,336.0,156.0,340.0,0.699999988079071,0.23000000417232513
0.5,2.0,0.0,0.009999990463256836,0.0,308.0,128.0,296.0,0.7599999904632568,0.4099999964237213
0.5099999904632568,1.9607843503911702,0.0,0.009999990463256836,0.0,308.0,128.0,300.0,0.7699999809265137,0.41999998688697815
0.5199999809265137,1.9230769936149668,0.0,0.009999990463256836,0.0,320.0,140.0,316.0,0.75,0.3100000023841858
0.5299999713897705,1.8867925546822037,0.0,0.010000020265579224,0.0,324.0,144.0,328.0,0.7300000190734863,0.28999999165534973
0.5400000214576721,1.8518517782658737,0.0,0.010000020265579224,0.0,324.0,144.0,320.0,0.8299999833106995,0.5299999713897705
0.550000011920929,1.8181817787737895,0.0,0.009999990463256836,0.0,340.0,160.0,348.0,0.7300000190734863,0.23999999463558197
0.5600000023841858,1.7857142781116524,0.0,0.009999990463256836,0.0,324.0,144.0,328.0,0.6800000071525574,0.07000000029802322
0.5699999928474426,1.7543859869269236,0.0,0.009999990463256836,0.0,332.0,152.0,332.0,0.6899999976158142,0.14000000059604645
0.5799999833106995,1.7241379806459602,0.0,0.009999990463256836,0.0,320.0,140.0,292.0,0.6399999856948853,0.10999999940395355
